secondary_name,objectid,address,feat_type,sub_type,vanity_name,name,bldg,parent_name,parent_type,acreage,parent_acreage
,4495,3741 FAIRMOUNT AVE,Park,,,Fairmount Avenue Park West,N,,,0.02833787,
,4496,376 MARTIN ST,Cemetery,,,Bethany Lutheran Church Cemetery,N,,,0.25340374,
,4497,3799 GERMANTOWN AVE,Park,,,Fish Plaza Park,N,,,0.07048662,
,4498,3800-28 MORRELL AVE,Shopping Center Ground,Parking Lot,,Morell Park Center,N,Morell Park Center,Shopping Center Ground,0.47549983,0.90148846
,4499,4917-53 BALTIMORE AVE,Park,,,Cedar Park,N,,,0.83721601,
,4500,4936-58 SPRUCE ST,Park,,,Ben Barkan Park,N,,,0.77640076,
,4669,4415 ALMOND ST,House of Worship,,,St John Cantius Church,Y,,,0.52104658,
,4670,1930-54 WELSH RD,House of Worship,,,St Luke's Memorial Church,Y,,,0.21326755,
,4671,5400 E ROOSEVELT BLVD,School,,,St Martin of Tours School,Y,,,0.71188867,
,4672,1700 RITNER ST,House of Worship,,,St Monica Roman Catholic Church,Y,,,0.51880435,
,4673,628-34 N 10TH ST,House of Worship,,,St Paul's Baptist Church,Y,,,0.23617881,
,4674,1001-19 N 5TH ST,School,,,St Peter the Apostle School,Y,,,0.30394663,
,4675,1800 POLLOCK ST,School,,,St Pio Catholic Regional School,Y,,,0.36070438,
,4687,5101-27 GERMANTOWN AVE,Shopping Center Ground,Parking Lot,,Freedom Square,N,Freedom Square,Shopping Center Ground,1.28570037,1.84712408
,4676,1330 VERNON RD,School,,,St Raymond School,Y,,,0.45992564,
,4677,3001 LEVICK ST,House of Worship,,,St Timothy's Catholic Church,Y,,,0.43275553,
,4678,3400 W GIRARD AVE,Zoo,,,Monkey Junction,Y,Philadelphia Zoological Garden,Park,0.04373021,43.79150814
,4679,3400 W GIRARD AVE,Zoo,,,Stroller and Wheelchair Rental,Y,Philadelphia Zoological Garden,Park,0.01410976,43.79150814
,4854,6200 RISING SUN AVE,House of Worship,,,St William's Catholic Church,Y,,,0.61531371,
St. Bartholomew's School,4855,5524-48 HARBISON AVE,House of Worship,,,St. Bartholomew's Roman Catholic Church,Y,,,0.73100956,
,4856,3813-21 GERMANTOWN AVE,House of Worship,,,Taylor Memorial Baptist Church,Y,,,0.11482079,
,4858,3401-99 SPRUCE ST,University/College Ground,,,The Hub,Y,University of Pennsylvania,University/College Ground,0.46486713,283.61382218
,4859,1025-33 MIFFLIN ST,Playground,High School,,Tolentine Community Center Building,Y,,,0.40939512,
,4860,800-34 WALNUT ST,University/College Ground,,,Wills Eye Hospital,Y,Thomas Jeferson University,University/College Ground,1.52588857,25.17671239
,4861,3419 HAVERFORD AVE,House of Worship,,,Word-Light Christian,Y,,,0.02354607,
,4862,3400 W GIRARD AVE,Zoo,,,Zoo Parking Garage,Y,Philadelphia Zoological Garden,Park,1.45859865,43.79150814
,4863,2519-21 W HUNTINGDON ST,House of Worship,,,Cross Tabernacle Baptist Church,Y,,,0.07669423,
,4864,2019-29 DIAMOND ST,House of Worship,,,Jones Tabernacle AME Church,Y,,,0.13833002,
,4865,4901 KINGSESSING AVE,Library,,,Library Branch - Kingsessing,Y,Kingsessing Recreation Center,Playground,0.17880783,9.1618232
,4866,,Complex,,,2100 Kitty Hawk Ave,Y,The Navy Yard,Complex,0.87377134,661.59294979
,4867,400-36 S 3RD ST,Cemetery,,,St. Peter's Cemetery,N,St. Peter's Cemetery,Cemetery,1.36944109,1.70713693
,4686,5100 PINE ST,Park,,,Malcolm X Memorial Park,N,Malcolm X Memorial Park,Park,6.24516032,6.29782132
,3557,3601 S BROAD ST,Sports Complex,,,Lincoln Financial Field,Y,South Philadelphia Sports Complex,Sports Complex,10.86749086,224.63265997
,3558,2827 W PASSYUNK AVE,Playground,,,29th & Passyunk Playground,N,,,0.53089424,
,3559,2847-67 HOLME AVE,Shopping Center Ground,Parking Lot,,Holme Circle Shopping Center,N,Holme Circle Shopping Center,Shopping Center Ground,1.98433542,2.77410215
,3560,2855 WILLITS RD,Park,,,Wooden Bridge Run,N,,,49.09586334,
,4501,4971 BAYNTON ST,Playground,,,Wister Playground,N,Wister Playground,Playground,2.81903313,2.87416356
,4502,5 AWBURY RD,Park,Arboretum,,Awbury Arboretum,N,Awbury Arboretum,Park,55.04866824,55.44711728
,4503,500 WOLF ST,Park,,,Mifflin Square,N,,,4.17189602,
,4504,5000 HERMIT LN,Playground,,,Daisy Field,N,Wissahickon Valley Park,Park,3.87370011,2053.98128525
,4683,3910-18 CONSHOHOCKEN AVE,Park,,,Woodside Park,N,,,0.03777237,
,4688,5119 ROCHELLE AVE,Park,,,La Noce Park,N,,,0.53724371,
,4505,5001 GRANT AVE,Cultural,Park,,Glen Foerd,N,Glen Foerd,Cultural,20.93502628,21.58421332
,4506,501-07 SPRING GARDEN MALL,Shopping Center Ground,Parking Lot,,Shopping Center,N,Shopping Center,Shopping Center Ground,1.0586762,235.41966052
,4684,5091 SUMMERDALE AVE,Playground,,,Houseman Playground,N,Houseman Playground,Playground,8.34766102,8.67707348
,4685,5100 N 16TH ST,Park,,,Wakefield Park,N,,,13.24840211,
,4689,5132 GERMANTOWN AVE,Park,,,Gilbert Stuart Park,N,,,0.27934522,
,4507,5675 N FRONT ST,Shopping Center Ground,Parking Lot,,Olney Plaza Shopping Center,N,Olney Plaza Shopping Center,Shopping Center Ground,21.98890686,31.00436405
,4680,3901 TERRACE ST,Playground,,,Wissahickon Neighbors Playground,N,Wissahickon Neighbors Playground,Playground,0.39681709,0.4052308
,4681,3905 FORD RD,Playground,,,Ford Road North Playground,N,West Fairmount Park,Park,1.43911632,1360.65459061
,4682,3910-18 CONSHOHOCKEN AVE,Playground,,,Conshohocken Playground,N,Conshohocken Playground,Playground,2.53171512,2.57455551
,4690,515 W HARTWELL LN,Golf Course,,,St Martins Golf Court,N,St Martins Golf Court,Golf Course,46.69912623,47.08335959
,4691,5153 E TABOR RD,Playground,,,Garland and Bingham Playground,N,,,7.64231687,
,4692,520 N 34TH ST,Garden,,,Mantua Community Garden,N,,,0.15377159,
,4693,520 N CHRIS COLUMBUS BLVD,Municipal Building,,,Philadelphia Voting Registration,N,,,0.53077101,
,4868,5300 GERMANTOWN AVE,Cemetery,,,Trinity Lutheran Church Cemetery,N,Trinity Lutheran Church Cemetery,Cemetery,0.80712253,0.86558186
,4869,5301 N BROAD ST,Park,,,Shevchenko Park,N,,,0.46871927,
,4873,5326 PULASKI AVE,Playground,,,Wissahickon Playground,N,,,1.68712853,
,4874,5401-55 N BROAD ST,Park,,,Clarkson Park,N,,,0.719127,
,4875,5401-55 N BROAD ST,Park,,,Clarkson/Shevchenko Park,N,,,2.18850507,
,4876,5419 GERMANTOWN AVE,Cemetery,,,St. Luke's Episcopal Church Cemetery,N,,,0.85986858,
,4877,5425 WISSAHICKON AVE,Park,,,Cloverly Park,N,,,2.55845382,
,4878,5425R-65 UPLAND WAY,Park,,,Triangle Park,N,Triangle Park,Park,0.61977292,0.6256248
,4870,5301 RIDGE AVE,Community Center,Campus,,Northern Home for Children,N,Northern Home for Children,Community Center,5.09176523,5.93947917
,4871,5305-73 CHEW AVE,Shopping Center Ground,Parking Lot,,Shopping Center,N,Shopping Center,Shopping Center Ground,6.17176548,235.41966052
,4872,5322-34 NEWHALL ST,Park,,,Newhall Park,N,,,0.1400971,
,4879,5430-46 RACE ST,Park,,,Nichols Park,N,Nichols Park,Park,0.89349984,0.90704508
,4880,7800 CITY AVE,Golf Course,,,Cobbs Creek Golf Course & Driving Range,Y,Cobbs Creek Park,Park,0.07717214,852.9702327
,3563,300 E COURTLAND ST,Cemetery,,,Greenmount Cemetery,N,Greenmount Cemetery,Cemetery,73.25523709,73.3809626
,3564,300 SHUNK ST,Playground,,,Murphy Recreation Center,N,Murphy Recreation Center,Playground,4.44178498,4.96719126
,4696,7629 VERREE RD,House of Worship,,,Portuguese Evangelical Church,Y,,,0.05469245,
,4697,7630 WOODBINE AVE,House of Worship,,,Overbrook Park Church Of Christ,Y,,,0.68901538,
,3565,300 WASHINGTON AVE,Park,,,Jefferson Square,N,,,0.50909562,
,3566,300 WASHINGTON AVE,Park,,,Jefferson Square Park,N,,,2.62874075,
,3567,3000 EDGEMONT ST,Playground,,,Stokely Playground,N,Stokely Playground,Playground,0.83307021,0.84941803
,3568,,Park,,,Blue Bell Park,N,Wissahickon Valley Park,Park,7.33299921,2053.98128525
,3569,,Garden,,,Bouvier Garden,N,,,0.0659558,
,4508,5675 RISING SUN AVE,Shopping Center Ground,Parking Lot,,Rising Sun Plaza,N,Rising Sun Plaza,Shopping Center Ground,15.00764799,21.27573308
,4698,7640-52 GERMANTOWN AVE,Shopping Center Ground,,,Chestnut Hill Plaza,Y,Chestnut Hill Plaza,Shopping Center Ground,0.2317018,0.90387418
,4699,766-68 S 9TH ST,School,Learning Center,,Joshua Tree,Y,,,0.07860905,
,3570,1050 W NEDRO AVE,Transportation,,,Fern Rock Transportation Center,N,Fern Rock Transportation Center,Transportation,23.06157229,29.31034424
,3571,1075 SOUTHAMPTON RD,Golf Course,,,Quartette Golf Club,N,Quartette Golf Club,Golf Course,17.50432719,17.85705057
,3572,108-10 TITAN STREET,Park,,,Titan Park,N,,,0.0218407,
,4694,900 FEDERAL ST,Playground,,,Capitolo Playground Building,Y,Capitolo Playground,Park,0.0996586,4.05192473
,4509,5696 RISING SUN AVE,Shopping Center Ground,Parking Lot,,Forman Mills,N,Forman Mills,Shopping Center Ground,4.32722543,18.99271639
,4510,7520 CITY AVE,Shopping Center Ground,,,Shopping Center,Y,Shopping Center,Shopping Center Ground,1.11259634,235.41966052
,4511,7524 BUSTLETON AVE,House of Worship,,,Ner Zedek Ezrath Israel Temple,Y,,,0.50411748,
,4512,7524 HAVERFORD AVE,School,Day Care,,Little Eden Day Care Center,Y,,,0.06247667,
,4513,7525 LORETTO AVE,House of Worship,,,Mikveh Association of Philadelphia,Y,,,0.02808192,
,4514,754-56 S 3RD ST,House of Worship,,,Phillip Temple Christian Methodist Church,Y,,,0.06469732,
,4515,7543-79 HAVERFORD AVE,Shopping Center Ground,,,Haverford Avenue Shops,Y,Haverford Avenue Shops,Shopping Center Ground,0.51271326,1.03233092
,4516,4504-06 LOCUST ST,Park,,,Spruce Hill Bird Sanctuary,N,,,0.19379596,
,4517,2216 JEFFERSON ST,Park,,,North Philly Peace Park,N,,,0.4675358,
,4518,5105 CHESTER AVE,Garden,Community Garden,,Farm 51,N,,,0.09913089,
,4700,770-78 N 38TH ST,House of Worship,,,Church of Faith,Y,,,0.10878459,
,4701,770 W TABOR RD,House of Worship,,,Temple of Christ of The Apostolic Faith,Y,,,0.77341749,
,4702,7700-02 OGONTZ AVE,House of Worship,,,Masjidullah,Y,,,0.06900341,
,4703,7700-80 CRITTENDEN ST,Shopping Center Ground,,,Market Square Plaza,Y,Market Square Plaza,Shopping Center Ground,2.57628071,10.244538
,4704,7700 LIMEKILN PIKE,House of Worship,,,Cedar Park Presbyterian Church,Y,,,0.20236721,
,4705,7701-17 LORETTO AVE,House of Worship,,,Rhawnhurst Presbyterian Church,Y,,,0.30581565,
,4706,7701 CASTOR AVE,School,,,Little Learners DC,Y,,,0.14575719,
,4520,,Complex,,,5000 S 18th St,Y,The Navy Yard,Complex,0.01877021,661.59294979
,4707,7701 MANSFIELD AVE,Playground,,,Finley Recreation Center Building,Y,Finley Recreation Center,Park,0.40742774,6.6499575
,4708,815 W LEHIGH AVE,House of Worship,,Holy Cross Lutheran Church and MLK Center,Christian Love Worship Center,Y,,,0.22281285,
,4709,817 E CHELTEN AVE,House of Worship,,,Deliverance Mission,Y,,,0.09077592,
,4881,7800 CITY AVE,Shopping Center Ground,,,City Avenue Shopping Center,Y,City Avenue Shopping Center,Shopping Center Ground,0.70207538,25.10263889
,4882,7800 CITY AVE,Golf Course,,,Cobbs Creek Golf Course Car Barn,Y,Cobbs Creek Park,Park,0.12419457,852.9702327
,4883,8201 TORRESDALE AVE,School,,,Holmesburg Prison Academy,Y,,,7.95022522,
,4884,8205 E ROOSEVELT BLVD,Fire Station,,,Fire Engine 18,Y,,,0.12254649,
,4885,821 N 50TH ST,House of Worship,,,Second Timothy Baptist Church,Y,,,0.02554649,
,4886,823-27 SPRUCE ST,Cemetery,,,Mikveh Israel Cemetery,Y,Mikveh Israel Cemetery,Cemetery,0.02338119,0.21989939
,4887,8230-36 RIDGE AVE,House of Worship,,,Roxborough Church,Y,,,0.32956403,
,4888,8230-38 FRANKFORD AVE,Shopping Center Ground,,,Holmesburg Plaza,Y,Holmesburg Plaza,Shopping Center Ground,0.00426749,0.65024261
,4889,8230-38 FRANKFORD AVE,Post Office,,,Holmesburg Post Office,Y,Holmesburg Plaza,Shopping Center Ground,0.27572194,0.65024261
,4890,8233 STENTON AVE,School,Learning Center,,Hope Rising Child LC,Y,,,0.13395935,
,3573,10801-75 BUSTLETON AVE,Shopping Center Ground,Parking Lot,,BUstleton Somerton Shopping Center,N,BUstleton Somerton Shopping Center,Shopping Center Ground,2.6098073,3.83675096
,3574,109 SPRUCE ST,Park,,,Korean War Veteran's Memorial,N,Korean War Veteran's Memorial,Park,2.7848122,2.82545544
,3575,10965 DECATUR RD,Park,,,Philadelphia Industrial Park,N,Philadelphia Industrial Park,Park,1.68288753,2.13499371
,3576,1099 E TIOGA ST,Playground,,,Scanlon Recreation Center,N,Scanlon Recreation Center,Playground,5.55473646,6.28358405
,3577,110 FAIRMOUNT AVE,Park,,,110 Fairmount Avenue Park,N,,,0.02615071,
,3578,110 N 16TH ST,Park,,,Cret Park,N,Cret Park,Park,0.64500043,0.68306999
,3579,1100-38 W GIRARD AVE,Shopping Center Ground,Parking Lot,,Shopping Center,N,Shopping Center,Shopping Center Ground,0.61432362,235.41966052
,3580,1600 SPRING GARDEN ST,University/College Ground,Campus,,Community College of Philadelphia Main Campus,N,Community College of Philadelphia Main Campus,University/College Ground,8.38839374,18.59551069
,3581,1600 WADSWORTH AVE,Shopping Center Ground,Parking Lot,,Wadsworth Plaza,N,Wadsworth Plaza,Shopping Center Ground,1.44874481,2.33936459
,4519,,Complex,,,1900 Kitty Hawk Ave,Y,The Navy Yard,Complex,5.67454422,661.59294979
,4523,,Complex,,,1901 Kitty Hawk Ave,Y,The Navy Yard,Complex,1.47211915,661.59294979
,4524,,Complex,,,5001 S 15th St,Y,The Navy Yard,Complex,0.65664298,661.59294979
,4525,,Complex,,,5000 S 15th St,Y,The Navy Yard,Complex,0.58432618,661.59294979
,4526,,Complex,,,5000 S Broad St,Y,The Navy Yard,Complex,0.74364105,661.59294979
,4527,3401 CIVIC CENTER BLVD,Hospital,,,Rhoads Pavilion,Y,University of Pennsylvania,University/College Ground,0.48587547,283.61382218
,4710,,Complex,,,5001 S Broad St,Y,The Navy Yard,Complex,2.12169613,661.59294979
,4711,,Complex,,,DiNic?s Roast Pork & Beef,Y,The Navy Yard,Complex,0.03243289,661.59294979
,4712,,Complex,,,Mercer Cafe/Tacconelli?s Pizza,Y,The Navy Yard,Complex,0.09143982,661.59294979
,4713,,Complex,,,1621 Kitty Hawk Ave,Y,The Navy Yard,Complex,0.4514208,661.59294979
,4714,,Complex,,,1603 Kitty Hawk Ave,Y,The Navy Yard,Complex,0.25470558,661.59294979
,4715,,Complex,,,1201 Flagship Dr,Y,The Navy Yard,Complex,2.57509925,661.59294979
,4716,,Complex,,,4921 S 16th St,Y,The Navy Yard,Complex,0.61922413,661.59294979
,4717,,Complex,,,4921 S Broad St,Y,The Navy Yard,Complex,0.37573528,661.59294979
,4718,,Complex,,,2001 Kitty Hawk Ave,Y,The Navy Yard,Complex,1.46657167,661.59294979
,4891,,Complex,,,4900 S Broad St,Y,The Navy Yard,Complex,0.31294575,661.59294979
,4892,,Complex,,,4911 S Broad St,Y,The Navy Yard,Complex,0.01597975,661.59294979
,4893,,Complex,,,1701 Kitty Hawk Ave,Y,The Navy Yard,Complex,5.28997308,661.59294979
,4894,,Complex,,,1631 Kitty Hawk Ave,Y,The Navy Yard,Complex,0.9916673,661.59294979
,4895,,Complex,,,1101 Kitty Hawk Ave,Y,The Navy Yard,Complex,0.39495199,661.59294979
,4896,1801 SOUTH ST,Health Center,,,Penn Internal Medicine Rittenhouse,Y,,,1.66008332,
,3582,1601-13 S 20TH ST,Park,,,Ralph Brooks Park,N,,,0.28102562,
,3583,1601-35 E WALNUT LN,Playground,,,Simons Community Recreation Center,N,Simons Community Recreation Center,Playground,11.7670147,13.11107871
,3584,1601 HELLERMAN ST,Playground,,,Max Myers Playground,N,Max Myers Playground,Playground,12.10760015,12.36674383
,3585,1601 W HUNTING PARK AVE,Sports Complex,Stadium,,Marcus Foster Memorial Stadium,N,Marcus Foster Memorial Stadium,Sports Complex,5.63265627,6.43187839
,4529,3401-99 SPRUCE ST,University/College Ground,,,Palestra,Y,University of Pennsylvania,University/College Ground,1.11193404,283.61382218
,3586,3601 S BROAD ST,Sports Complex,,,Lot K,Y,South Philadelphia Sports Complex,Sports Complex,4.67617781,224.63265997
,3587,3601 S BROAD ST,Sports Complex,,,XFINITY Live! Philadelphia,Y,South Philadelphia Sports Complex,Sports Complex,1.21677434,224.63265997
,4530,3401-99 SPRUCE ST,University/College Ground,,,Ringe Squash Courts,Y,University of Pennsylvania,University/College Ground,0.35253505,283.61382218
,4531,3401-99 SPRUCE ST,University/College Ground,,,Vagelos Labs IAST,Y,University of Pennsylvania,University/College Ground,0.39099382,283.61382218
,4532,3401-99 SPRUCE ST,University/College Ground,,,1958 Wing,Y,University of Pennsylvania,University/College Ground,0.21786146,283.61382218
,4533,3401-99 SPRUCE ST,University/College Ground,,,Cret Wing,Y,University of Pennsylvania,University/College Ground,0.16168897,283.61382218
,4534,3401-99 SPRUCE ST,University/College Ground,,,Moore School,Y,University of Pennsylvania,University/College Ground,0.31893383,283.61382218
,4535,3401-99 SPRUCE ST,University/College Ground,,,Skirkanich Hall,Y,University of Pennsylvania,University/College Ground,0.22456414,283.61382218
,4536,3401-99 SPRUCE ST,University/College Ground,,,University of Pennsylvania Grad Research Wing,Y,University of Pennsylvania,University/College Ground,0.10410258,283.61382218
,4528,3401 CIVIC CENTER BLVD,Hospital,,,Abramson Family Cancer Research Institute,Y,,,10.31064341,
,4537,501 E JOHNSON ST,Park,,,Cliveden Park,N,Cliveden Park,Park,5.93987167,5.97112955
,4538,501 RHAWN ST,Memorial,,,Jeanes & Rhawn War Memorial,N,,,0.04866886,
,4719,3400 W GIRARD AVE,Zoo,,,ZooShop,Y,Philadelphia Zoological Garden,Park,0.09299294,43.79150814
,4720,3400 W GIRARD AVE,Zoo,,,Restrooms,Y,Philadelphia Zoological Garden,Park,0.02211273,43.79150814
,4721,3400 W GIRARD AVE,Zoo,,,Main Entrance,Y,Philadelphia Zoological Garden,Park,0.02666216,43.79150814
,4722,3400 W GIRARD AVE,Zoo,,,Primate Reserve,Y,Philadelphia Zoological Garden,Park,0.48198657,43.79150814
,4723,,Complex,,,2100 Kitty Hawk Ave,Y,The Navy Yard,Complex,0.09433017,661.59294979
,4724,,Complex,,,5198 S 19th St,Y,The Navy Yard,Complex,0.19492672,661.59294979
,4725,,Complex,,,5199 S 19th St,Y,The Navy Yard,Complex,0.03146708,661.59294979
,4726,,Complex,,,5197 S 19th St,Y,The Navy Yard,Complex,0.00891621,661.59294979
,4727,,Complex,,,5100 S 18th St,Y,The Navy Yard,Complex,0.30777849,661.59294979
,4728,,Complex,,,4500 S Broad St,Y,The Navy Yard,Complex,0.13116902,661.59294979
,4897,,Complex,,,5199 S 16th St,Y,The Navy Yard,Complex,0.08332032,661.59294979
,4898,,Complex,,,5198 S 17th St,Y,The Navy Yard,Complex,0.05584745,661.59294979
,4899,,Complex,,,5195 S 19th St,Y,The Navy Yard,Complex,0.24052841,661.59294979
,4900,,Complex,,,2100 Kitty Hawk Ave,Y,The Navy Yard,Complex,0.95263639,661.59294979
,4901,,Complex,,,1750 Kitty Hawk Ave,Y,The Navy Yard,Complex,0.01688516,661.59294979
,4902,,Complex,,,1109 Admiral Peary Way,Y,The Navy Yard,Complex,0.0647798,661.59294979
,4903,,Complex,,,1113 Admiral Peary Way,Y,The Navy Yard,Complex,0.07542433,661.59294979
,4904,,Complex,,,1107 Admiral Peary Way,Y,The Navy Yard,Complex,0.07018995,661.59294979
,4905,,Complex,,,1117 Admiral Peary Way,Y,The Navy Yard,Complex,0.0811935,661.59294979
,3588,1001-99 N DELAWARE AVE,Pier,Attraction,,Suger House Casino,N,Suger House Casino,Pier,5.36662356,9.10175947
,3589,10010 SANDMEYER LN,Shopping Center Ground,Parking Lot,,Sandmeyer Lane Plaza,N,Sandmeyer Lane Plaza,Shopping Center Ground,0.49391119,0.74527497
,3590,1005 W CUMBERLAND ST,Park,,,Cumberland Street Park (Arts & Humanities Village),N,,,0.07723902,
,3591,101-31 CARPENTER ST,Playground,,,Shot Tower Recreation Center,N,Shot Tower Recreation Center,Playground,1.28299464,1.4461317
,3592,101 E ERIE AVE,Playground,,,Lighthouse Field,N,Lighthouse Field,Playground,14.79811983,14.95964916
,3593,1010 ARROTT ST,Playground,,,Simpson Recreation Center,N,Simpson Recreation Center,Playground,4.34953974,4.59266154
,3594,1015-21 MOUNT VERNON ST,Playground,,,10th & Lemon Playground,N,,,0.18752581,
,4540,5021 RUTLAND ST,Sports Complex,Stadium,,Frankford Stadium,N,Frankford Stadium,Sports Complex,3.29084543,3.56770498
,4541,5025 RUTLAND ST,Playground,,,Rutland Playground,N,,,3.70660765,
,4542,6901 RISING SUN AVE,Cemetery,,,Old Trinity Cemetary,N,Old Trinity Cemetary,Cemetery,1.88158671,2.02052353
,3595,3000 ISLAND AVE,Shopping Center Ground,Parking Lot,,Penrose Plaza,N,Penrose Plaza,Shopping Center Ground,23.43813158,29.94351322
,3596,3000 S 56TH ST,Park,,,Bartram's Mile,N,,,8.89228179,
,3597,3001-15 JEFFERSON ST,Playground,,,30th & Jefferson Playground,N,,,1.20720955,
,3598,3001 BYBERRY RD,Cemetery,,,Byberry Cemetery,N,Byberry Cemetery,Cemetery,3.98509324,4.20103206
,4539,5010-16 BROWN ST,Garden,,,Garden,N,Garden,Garden,0.08247843,4.44507128
,4559,8114 FRANKFORD AVE,House of Worship,,,Holmesburg United Methodist,Y,,,0.15792819,
,4543,6923-45 GERMANTOWN AVE,Park,,,Lovett Park,N,Lovett Park,Park,1.08201766,1.22631858
,4544,700-14 N 39TH ST,Playground,,,39th & Olive Playground,N,39th & Olive Playground,Playground,1.48851992,1.50965141
,4545,700-42 ADAMS AVE,Shopping Center Ground,Parking Lot,,Shopping Center,N,Shopping Center,Shopping Center Ground,0.9304669,235.41966052
,4546,700 E HUNTING PARK AVE,Shopping Center Ground,Parking Lot,,Hunting Park Plaza,N,Hunting Park Plaza,Shopping Center Ground,9.42589346,13.07153514
,4547,700 GORGAS LN,Playground,,,Pachella Fields,N,Wissahickon Valley Park,Park,10.14971541,2053.98128525
,4548,700 RHAWN STREET,Playground,,,Fox Chase School Playground,N,,,2.10731398,
,4549,700 S 9TH ST,Playground,,,Palumbo Recreation Center,N,Palumbo Recreation Center,Playground,2.90533117,3.22102789
,4550,7550-62 HAVERFORD AVE,Shopping Center Ground,,,Shopping Center,Y,Shopping Center,Shopping Center Ground,0.36293265,235.41966052
,4551,7584 HAVERFORD AVE,House of Worship,,,Courage Christian Center,Y,Shopping Center,Shopping Center Ground,0.45414704,235.41966052
,4552,7601-51 LINDBERGH BLVD,Shopping Center Ground,,,Penrose Park,Y,Penrose Park,Shopping Center Ground,1.12592104,4.34230114
,4729,5200-300 MEDIA ST,Playground,,,Conestoga Playground,N,Conestoga Playground,Playground,2.4389087,2.47760198
,4730,5200 N PENN ST,Playground,,,McIlvain Playground,N,McIlvain Playground,Playground,3.77220029,3.85426609
,4731,5215 GREENE ST,Park,,,Howell Park,N,Howell Park,Park,1.52457514,1.5448523
,4732,7001 WISSAHICKON AVE,Park,,,Carpenter's Woods Park,N,Wissahickon Valley Park,Park,40.42407654,2053.98128525
,4733,701 1/2 MOLLBORE TER,Park,,,Mollbore Terrace & 8th St,N,,,0.32877414,
,4560,8118 FRANKFORD AVE,School,,,Joseph H. Brown Public School,Y,,,0.44481174,
,4734,701 CATHEDRAL RD,Shopping Center Ground,Parking Lot,,Andorra Shopping Center,N,Andorra Shopping Center,Shopping Center Ground,15.16357173,22.00111378
,4561,812 HENDRIX ST,Fire Station,,,Fire Engine 58 & Fuel Site 279,Y,,,0.12410487,
,4735,701 W LEHIGH AVE,Shopping Center Ground,Parking Lot,,Shopping Center,N,Shopping Center,Shopping Center Ground,1.89096595,235.41966052
,4736,7018 MC CALLUM ST,Park,,,Wolf Park,N,,,0.23769944,
,4737,7039R OLD YORK RD,Cemetery,,,Korean United Church Cemetery,N,,,0.64203524,
,4738,7071R MILNOR ST,Park,,,Princeton Avenue Boat Launch,N,,,2.89863385,
,4906,7124-62 RIDGE AVE,Shopping Center Ground,Parking Lot,,Ivy Ridge Shopping Center,N,Ivy Ridge Shopping Center,Shopping Center Ground,5.73516365,8.29914416
,4907,718 SEARS ST,Park,,,Paolone Park,N,Paolone Park,Park,0.05698618,0.09746687
,4908,720 ADDISON ST,Park,,,Addison Street Park,N,,,0.06157206,
,4909,721 S 8TH ST,Park,,,Cianfrani Park,N,,,0.61936841,
,4910,723 CATHARINE ST,Park,,,Palumbo Park,N,,,0.20368435,
,4562,8123 STENTON AVE,School,Learning Center,,Inc LuBels House of Learning Christian Academy Pre-K,Y,,,0.03971757,
,4563,8125 STENTON AVE,Health Center,,,Mt. Pleasant Medical Center,Y,,,0.09410167,
,4911,725 RED LION RD,Shopping Center Ground,Parking Lot,,Verree & Red Lion Shopping Center,N,Verree & Red Lion Shopping Center,Shopping Center Ground,0.68630629,1.19825033
,4912,728 S 55TH ST,Playground,,,Christy Recreation Center,N,Christy Recreation Center,Playground,2.85270022,3.16389071
,4913,730-46 RED LION RD,Shopping Center Ground,Parking Lot,,Camelot Shopping Center,N,Camelot Shopping Center,Shopping Center Ground,0.60313147,0.9728453
,4914,7301 CASTOR AVE,Shopping Center Ground,Parking Lot,,Castor Place,N,Castor Place,Shopping Center Ground,5.67358067,8.17779929
,4915,7301 TORRESDALE AVE,Playground,,,Russo Park Playground,N,Russo Park Playground,Playground,12.4532366,12.5924765
,4916,732-42 EMILY ST,Garden,,,Emily Community Garden,N,,,0.09095007,
,4564,8126 GERMANTOWN AVE,Theatre,,,Stagecrafters Theater,Y,,,0.03920715,
,4565,814-22 N 41ST ST,House of Worship,,,Calvary-St. Augustine Episcopal Church,Y,,,0.19888411,
,4917,732-66 N 36TH ST,Playground,,,Miles Mack Playground,N,Miles Mack Playground,Playground,2.52707568,2.57797755
,4918,732 SEARS ST,Park,,,Paolone Park,N,Paolone Park,Park,0.04048069,0.09746687
,4919,7998 ROCKWELL AVE,Transportation,Parking Lot,,Fox Chase Station Parking Lot,N,,,1.53738134,
,3599,2200 OREGON AVE,Shopping Center Ground,Parking Lot,,Quartermaster Plaza,N,Quartermaster Plaza,Shopping Center Ground,33.55639416,43.85392408
,3600,2201-09 S 6TH ST,Park,,,Weinberg Park,N,,,0.41649346,
,3601,1100 E CHELTEN AVE,Playground,,,Lonnie Young Recreation Center,N,Lonnie Young Recreation Center,Playground,4.79279116,5.24498937
,3602,1900-18 N 5TH ST,Shopping Center Ground,Parking Lot,,Germantown and Berks Shopping Plaza,N,Germantown and Berks Shopping Plaza,Shopping Center Ground,3.32733929,4.48583284
,4566,814 E CHELTEN AVE,House of Worship,,,Haitian Evangelical Baptist Church,Y,,,0.22687468,
,4567,1801 SPRING GARDEN ST,School,Preschool,,Spring Garden Academy Pre-school,Y,,,0.32230494,
